customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
15619360,472,Spain,Male,40,4,0,1,1,0,70.15422,0
15738148,465,France,Female,51,8,122.52232,1,0,0,181.29765,1
15687946,556,France,Female,61,2,117.41935,1,1,1,94.15383,0
15755196,834,France,Female,49,2,131.39456,1,0,0,194.36576,1
15684171,660,Spain,Female,61,5,155.93111,1,1,1,158.33839,0
15754849,776,Germany,Female,32,4,109.42113,2,1,1,126.51746,0
15602280,829,Germany,Female,27,9,112.04567,1,1,1,119.70821,1
15771573,637,Germany,Female,39,9,137.8438,1,1,1,117.6228,1
15766205,550,Germany,Male,38,2,103.39138,1,0,1,90.87813,0
15771873,776,Germany,Female,37,2,103.76922,2,1,0,194.09912,0
15616550,698,Germany,Male,44,10,116.36337,2,1,0,198.05916,0
15768193,585,Germany,Male,36,5,146.05097,2,0,0,86.42457,0
15683553,788,France,Female,33,5,0,2,0,0,116.97819,0
15702298,655,Germany,Male,41,8,125.56197,1,0,0,164.04094,1
15569590,601,Germany,Male,42,1,98.49572,1,1,0,40.01476,1
15760861,619,France,Male,43,1,125.21192,1,1,1,113.41049,0
15630053,656,France,Male,45,5,127.8644,1,1,0,87.10757,0
15647091,725,Germany,Male,19,0,75.8882,1,0,0,45.61375,0
15623944,511,Spain,Female,66,4,0,1,1,0,1.64311,1
15804771,614,France,Male,51,4,40.68592,1,1,1,46.77528,0
15651280,742,Germany,Male,35,5,136.857,1,0,0,84.50957,0
15773469,687,Germany,Female,27,9,152.32888,2,0,0,126.49482,0
15702014,555,Spain,Male,33,1,56.08469,2,0,0,178.79813,0
15751208,684,Spain,Male,56,8,78.70716,1,1,1,99.39836,0
15592461,603,Germany,Male,26,4,109.16637,1,1,1,92.84067,0
15789484,751,Germany,Female,36,6,169.83146,2,1,1,27.75836,0
15696061,581,Germany,Female,34,1,101.63304,1,1,0,110.43151,0
15641582,735,Germany,Male,43,10,123.18001,2,1,1,196.67328,0
15638424,661,Germany,Female,35,5,150.72553,2,0,1,113.65685,0
15755648,675,France,Female,21,8,98.37326,1,1,0,18.203,0
15703793,738,Germany,Male,58,2,133.74544,4,1,0,28.37386,1
15620344,813,France,Male,29,6,0,1,1,0,33.95387,0
15812518,657,Spain,Female,37,0,163.60718,1,0,1,44.20355,0
15779052,604,Germany,Female,25,5,157.78084,2,1,1,58.42681,0
15770811,519,France,Male,36,9,0,2,0,1,145.5624,0
15780961,735,France,Female,21,1,178.71819,2,1,0,22.388,0
15614049,664,France,Male,55,8,0,2,1,1,139.16164,0
15662085,678,France,Female,32,9,0,1,1,1,148.21064,0
15575185,757,Spain,Male,33,5,77.25322,1,0,1,194.23963,0
15803136,416,Germany,Female,41,10,122.18966,2,1,0,98.30161,0
15706021,665,France,Female,34,1,96.64554,2,0,0,171.41366,0
15663706,777,France,Female,32,2,0,1,1,0,136.45819,1
15641732,543,France,Female,36,3,0,2,0,0,26.01959,0
15701164,506,France,Female,34,4,90.30762,1,1,1,159.23529,0
15738751,493,France,Female,46,4,0,2,1,0,1.90766,0
15805254,652,Spain,Female,75,10,0,2,1,1,114.67575,0
15762418,750,Spain,Male,22,3,121.68182,1,1,0,128.64335,1
15625759,729,France,Male,30,9,0,2,1,0,151.86935,0
15622897,646,France,Female,46,4,0,3,1,0,93.25142,1
15767954,635,Germany,Female,28,3,81.62367,2,1,1,156.79136,0
15757535,647,Spain,Female,44,5,0,3,1,1,174.20522,1
15731511,808,France,Male,45,7,118.62655,2,1,0,147.13246,0
15809248,524,France,Female,36,10,0,2,1,0,109.61457,0
15640635,769,France,Male,29,8,0,2,1,1,172.29061,0
15676966,730,Spain,Male,42,4,0,2,0,1,85.98247,0
15699461,515,Spain,Male,35,10,176.27395,1,0,1,121.27778,0
15738721,773,Spain,Male,41,9,102.82744,1,0,1,64.59525,0
15693683,814,Germany,Male,29,8,97.0864,2,1,1,197.27613,0
15604348,710,Spain,Male,22,8,0,2,0,0,99.64504,0
15633059,413,France,Male,34,9,0,2,0,0,6.53418,0
15808582,665,France,Female,40,6,0,1,1,1,161.84803,0
15743192,623,France,Female,44,6,0,2,0,0,167.16243,0
15580146,738,France,Male,31,9,82.67415,1,1,0,41.97072,0
15776605,528,Spain,Male,36,7,0,2,1,0,60.53656,0
15804919,670,Spain,Female,65,1,0,1,1,1,177.65568,1
15613854,622,Spain,Female,46,4,107.07327,2,1,1,30.98459,1
15599195,582,Germany,Male,32,1,88.93862,1,1,1,10.05453,0
15812878,785,Germany,Female,36,2,99.80685,1,0,1,36.97652,0
15602312,605,Spain,Male,33,5,150.0928,1,0,0,71.86279,0
15744689,479,Germany,Male,35,9,92.83389,1,1,0,99.44986,1
15803526,685,Germany,Male,30,3,90.53681,1,0,1,63.08288,0
15665790,538,Germany,Male,39,7,108.0551,2,1,0,27.23126,0
15715951,562,France,Male,42,2,100.23835,1,0,0,86.79741,0
15591100,675,Spain,Male,36,9,106.19055,1,0,1,22.99432,0
15609618,721,Germany,Male,28,9,154.47554,2,0,1,101.30094,1
15675522,628,Germany,Female,30,9,132.35129,2,1,1,74.16913,0
15705512,668,Germany,Female,37,6,167.8644,1,1,0,115.63829,0
15698028,506,France,Female,41,1,0,2,1,0,31.7663,0
15661670,524,Germany,Female,31,8,107.81863,1,1,0,199.72539,1
15600781,699,Germany,Male,34,4,185.17381,2,1,0,120.83448,0
15682472,828,France,Male,34,8,129.43334,2,0,0,38.13177,0
15580203,674,Spain,Male,39,6,120.19342,1,0,0,100.13095,0
15690673,656,France,Female,39,6,0,2,1,0,141.06988,0
15760085,684,Germany,Female,48,10,126.38442,1,1,1,198.12936,0
15779659,625,France,Female,28,3,0,1,0,0,183.64641,0
15627360,432,France,Male,42,9,152.60345,1,1,0,110.26524,1
15671137,549,France,Female,52,1,0,1,0,1,8.63605,1
15782688,625,Germany,Male,56,0,148.50724,1,1,0,46.82408,1
15575492,828,France,Female,41,7,0,2,1,0,171.37877,0
15591607,770,France,Male,24,9,101.82707,1,1,0,167.25635,0
15740404,758,France,Female,34,3,0,2,1,1,124.22616,0
15718369,795,Germany,Female,33,9,130.86243,1,1,1,114.93521,0
15677871,687,France,Male,38,9,122.57087,1,1,1,35.60888,0
15642004,686,France,Male,25,1,0,2,0,1,16.45937,0
15712543,789,Germany,Male,39,7,124.82846,2,1,1,124.41108,0
15584518,589,Germany,Female,50,5,144.89505,2,1,1,34.94123,0
15802381,461,Germany,Female,34,5,63.66393,1,0,1,167.78428,0
15610156,637,France,Male,40,2,133.4631,1,0,1,93.16534,0
15594408,584,Spain,Female,48,2,213.1462,1,1,0,75.16125,1
15640905,579,Spain,Female,35,1,129.49036,2,0,1,8.59083,1
15698932,756,Germany,Male,44,10,137.45209,1,1,0,189.5439,0
15724944,663,France,Male,34,7,0,2,1,1,180.42724,0
15628145,682,France,Female,43,5,125.85193,1,1,1,193.31833,0
15713483,793,Spain,Male,52,2,0,1,1,0,159.12382,1
15612350,691,France,Female,31,5,40.91555,1,1,0,126.21384,1
15800703,485,Spain,Female,21,5,113.15722,1,1,1,54.1415,0
15705707,635,Spain,Female,29,8,138.29694,2,1,0,141.07551,0
15754105,650,France,Male,37,5,106.96718,1,0,0,24.49503,0
15703264,735,France,Male,44,9,120.68163,1,1,0,74.83634,0
15794413,416,France,Male,32,0,0,2,0,1,0.87887,0
15650237,754,Spain,Female,32,7,0,2,1,0,89.52075,0
15759618,535,France,Female,48,9,0,1,1,0,149.89279,1
15811589,716,Spain,Male,42,8,0,2,1,0,180.80042,0
15689044,539,France,Male,37,2,127.60959,1,1,0,98.64622,0
15709368,614,France,Female,43,6,0,2,1,1,109.04153,0
15679145,706,Spain,Male,57,7,0,1,1,0,17.94116,1
15655007,758,France,Female,33,7,0,2,0,0,82.99647,0
15623595,586,Spain,Female,28,2,0,2,1,1,92.06735,0
15589975,646,France,Female,73,6,97.25925,1,0,1,104.71966,0
15804017,631,Germany,Female,33,4,123.2467,1,0,0,112.68757,0
15692132,717,Spain,Female,22,6,101.06025,1,0,1,84.69956,0
15641122,684,France,Male,30,2,0,2,1,0,83.47382,0
15630910,800,France,Female,49,7,108.00736,1,0,0,47.12511,0
15680772,721,Spain,Female,36,2,0,2,1,1,106.9778,0
15658929,683,Spain,Male,29,0,133.70289,1,1,0,55.58254,1
15585388,660,Germany,Male,31,9,125.18975,2,1,1,139.87443,0
15724623,704,Germany,Female,24,7,113.03422,1,1,0,162.50348,1
15588537,615,Spain,Female,41,9,109.01323,1,1,0,196.49996,0
15574692,667,Spain,Female,39,2,0,2,1,0,40.72124,1
15611325,682,Germany,Male,24,9,57.92981,2,0,0,53.1343,0
15587562,484,France,Female,29,4,130.11439,1,1,0,164.01789,0
15613172,628,Germany,Male,27,5,95.82649,2,1,0,155.99696,0
15651022,480,Germany,Male,44,10,129.60857,1,1,0,5.4727,1
15586310,578,France,Male,30,4,169.46209,1,1,0,112.18711,0
15625524,512,France,Male,40,5,0,2,1,1,146.45783,0
15755209,484,Spain,Female,35,7,133.86821,1,1,1,27.2861,0
15645248,510,France,Female,30,0,0,2,1,1,130.55347,0
15790355,606,Germany,Male,36,5,190.47948,2,0,0,179.35189,0
15762615,597,Spain,Female,40,8,101.99312,1,0,1,94.77412,0
15625426,754,Germany,Female,55,3,161.60881,1,1,0,8.08085,1
15716334,850,Spain,Female,45,2,122.31121,1,1,1,19.4825,0
15789669,510,France,Male,65,2,0,2,1,1,48.07161,0
15621075,778,Germany,Female,45,1,162.15042,2,1,0,174.53127,0
15810845,636,France,Male,42,2,0,2,1,1,55.47078,0
15719377,804,France,Female,50,4,0,1,1,1,8.54687,1
15654506,514,France,Male,32,8,0,2,1,0,95.85718,0
15771977,730,France,Female,39,1,99.01067,1,1,0,194.9458,0
15708710,525,Spain,Female,37,0,0,1,0,1,131.52172,0
15726676,616,Spain,Male,30,5,0,2,0,1,196.10851,0
15587421,687,Germany,Female,34,7,111.38818,2,1,0,148.56476,0
15726931,715,France,Female,41,8,56.21485,2,0,0,92.98261,1
15771086,512,France,Female,36,3,84.32777,2,1,0,17.67536,0
15756850,479,France,Male,40,1,0,2,0,0,114.99643,0
15702741,601,France,Male,32,8,93.01289,1,1,0,86.95742,0
15679200,580,Spain,Male,29,9,61.71044,2,1,0,128.0778,0
15594815,807,France,Male,35,3,174.79015,1,1,1,0.60036,0
15635905,616,Spain,Female,32,6,0,2,1,1,43.00146,0
15777892,721,Germany,Male,37,3,107.72064,1,1,1,158.59112,0
15656176,501,France,Male,57,10,0,2,1,1,47.84719,0
15811127,521,France,Male,35,6,96.42384,1,1,0,10.48844,0
15604482,850,Spain,Male,30,2,141.04001,1,1,1,5.9782,0
15622911,759,France,Male,42,4,105.42018,1,0,1,121.40906,0
15600974,516,Spain,Male,50,5,0,1,0,1,146.14593,1
15727868,711,France,Female,38,2,129.02206,2,1,1,14.37486,1
15627801,512,Spain,Male,33,3,176.66662,1,1,0,94.67077,0
15773039,550,France,Male,37,3,0,1,1,1,179.67031,0
15755262,608,Spain,Female,41,3,89.76384,1,0,0,199.30474,1
15679531,618,France,Male,34,5,134.95453,1,1,1,151.95439,0
15684181,643,France,Male,45,5,0,1,1,0,142.5135,1
15612087,671,France,Male,45,2,106.37685,1,0,1,158.26462,0
15752047,689,Germany,Male,33,2,161.81464,2,1,0,169.3819,0
15624592,603,France,Male,31,8,0,2,1,1,169.91502,0
15573152,620,France,Female,41,9,0,2,0,0,88.85247,0
15594917,676,France,Female,34,1,63.09501,1,1,1,40.64581,0
15785542,572,Germany,Male,26,4,118.28701,2,0,0,60.4273,0
15723488,668,Germany,Male,47,7,106.85421,1,0,1,157.95902,1
15680920,695,France,Male,46,7,49.51255,1,1,0,133.00734,0
15786308,730,Spain,Female,33,9,0,2,0,0,176.57662,0
15659366,807,France,Male,43,1,105.79932,2,1,0,34.88804,1
15774854,592,France,Male,54,8,0,1,1,1,28.73771,1
15725311,726,France,Female,31,9,114.72205,2,1,1,98.17857,0
15787155,514,Spain,Male,30,7,0,1,0,1,125.01024,0
15727829,567,France,Male,42,2,0,2,1,1,167.98461,0
15733247,850,France,Male,33,10,0,1,1,0,4.86172,1
15568748,671,Germany,Male,45,6,99.56422,1,1,1,108.87245,1
15699029,670,France,Male,37,4,170.55791,2,1,0,198.25288,0
15774393,694,France,Female,30,9,0,2,1,1,26.96031,0
15676895,547,Germany,Female,39,6,74.59615,3,1,1,85.74652,1
15637753,751,Germany,Male,50,2,96.88839,1,1,0,77.20625,1
15605461,594,Germany,Female,29,3,130.83022,1,1,0,61.04853,0
15808473,673,France,Male,72,1,0,2,0,1,111.98119,0
15627000,610,France,Male,40,0,0,2,1,0,62.2326,0
15787174,512,France,Female,37,1,0,2,0,1,156.10503,0
15723886,767,Germany,Male,20,3,119.71425,2,0,1,150.13538,0
15704769,585,France,Female,67,5,113.97897,2,0,1,93.14611,0
15772896,763,Germany,Male,42,6,100.16075,1,1,0,33.46294,1
15711540,712,France,Female,29,2,0,1,1,1,144.375,0
15764866,539,Germany,Female,43,3,116.2205,3,1,0,55.80396,1
15794056,668,France,Female,46,2,0,3,1,0,89.04846,1
15795149,703,France,Male,28,2,81.17383,2,0,1,162.81216,0
15812009,662,Spain,Male,38,4,0,2,1,0,136.25965,0
15651001,725,Germany,Female,39,5,116.8038,1,1,0,124.05297,0
15813844,703,France,Male,37,8,105.96168,2,0,1,74.1588,0
15596175,659,Germany,Male,67,6,117.4116,1,1,1,45.07109,1
15576269,523,Spain,Male,34,7,0,2,1,0,62.03006,0
15797219,635,France,Female,40,10,123.49758,1,1,0,131.95323,1
15685500,772,Germany,Male,26,7,152.40051,2,1,0,79.414,0
15599792,545,France,Female,26,1,0,2,1,1,199.63856,0
15657566,634,Germany,Male,24,8,103.09785,1,1,1,157.57729,0
15772423,739,Germany,Male,54,8,126.41814,1,1,0,134.42075,1
15628112,771,Germany,Female,36,5,77.8469,1,0,0,99.80599,0
15753754,587,Spain,Female,34,1,0,2,1,1,97.93268,0
15793726,681,France,Female,79,0,0,2,0,1,170.96899,0
15694717,544,Germany,Male,37,2,79.73191,1,1,1,57.55895,0
15665834,696,Spain,Male,28,8,0,1,0,0,176.71347,0
15765297,766,Spain,Male,41,0,0,2,0,1,34.28323,0
15636684,727,France,Male,34,10,0,2,1,1,198.63734,0
15592979,671,Germany,Female,34,6,37.26667,2,0,0,156.91712,0
15750803,693,France,Female,30,6,127.99225,1,1,1,50.4572,0
15607178,850,Germany,Male,38,3,54.90101,1,1,1,140.07555,0
15713853,732,Germany,Male,42,9,108.74808,2,1,1,65.32311,0
15673481,726,Spain,Female,48,6,99.90619,1,1,0,64.32324,0
15686776,557,France,Female,32,6,184.68641,2,1,0,14.95644,0
15673693,682,France,Female,26,0,110.65402,1,0,1,111.87921,0
15700696,738,Spain,Male,31,9,79.0198,1,1,1,18.60623,0
15813163,531,Spain,Female,36,9,99.24051,1,1,0,123.13701,0
15653857,498,France,Male,34,2,0,2,1,1,148.52824,0
15777076,651,France,Male,36,7,0,2,1,0,13.89831,0
15717398,549,Spain,Female,39,7,0,1,0,0,81.25925,1
15799217,791,Germany,Female,35,7,52.4362,1,1,0,161.05175,0
15787071,650,Spain,Male,41,9,0,2,0,1,191.59967,0
15619955,733,Germany,Male,34,3,100.33796,3,1,0,48.55919,1
15796505,811,Germany,Female,34,1,149.29719,2,1,1,186.33974,0
15725166,707,France,Male,30,8,0,2,1,0,33.15937,0
15800116,712,Germany,Male,28,4,145.60544,1,0,1,93.88353,0
15758685,706,Spain,Female,37,7,0,2,1,1,110.8993,0
15694456,756,France,Male,62,3,0,1,1,1,11.19904,1
15767339,777,France,Female,53,10,0,2,1,0,189.99297,0
15683562,646,France,Male,35,6,84.02686,1,0,1,164.25569,0
15782210,714,France,Male,46,1,0,1,1,0,152.16779,1
15668893,782,France,Male,39,8,0,2,1,1,33.94967,0
15669169,775,Spain,Male,29,10,0,2,1,1,68.14393,0
15643024,479,Germany,Male,35,4,138.71892,1,1,1,47.25179,1
15699389,807,France,Male,42,7,118.27471,1,1,1,25.88572,0
15708608,799,France,Female,22,8,174.18598,2,0,1,192.63385,0
15626144,675,France,Male,40,7,113.20886,2,1,0,34.57736,0
15573112,602,Spain,Male,29,5,103.90728,1,1,0,161.22984,0
15790678,475,France,Female,32,8,119.02328,1,1,0,100.81629,0
15727556,744,Spain,Female,26,5,166.29789,1,1,1,181.69444,0
15697307,588,Spain,Male,34,10,0,2,1,0,79.07891,0
15652266,703,Germany,Male,42,9,63.227,1,0,1,137.31632,0
15607098,747,Spain,Female,41,5,94.52117,2,1,0,194.92686,0
15655774,583,France,Male,27,7,0,2,1,0,51.28549,0
15590241,750,Spain,Female,34,9,112.82226,1,0,0,150.40153,1
15785819,681,France,Male,38,3,0,2,1,1,112.49196,0
15723654,773,France,Male,25,2,135.90333,1,1,0,73.65638,0
15774510,714,France,Female,31,4,125.16926,1,1,1,106.63689,0
15684173,687,Spain,Female,44,7,0,3,1,0,155.85352,1
15650068,511,France,Male,58,0,149.11731,1,1,1,162.59951,0
15811490,627,France,Male,33,5,0,2,1,1,103.73782,0
15803976,694,France,Female,31,10,0,2,1,0,160.99027,0
15682541,616,Spain,Female,36,6,132.31171,1,0,0,15.46284,0
15695699,687,France,Male,35,8,0,2,1,0,10.33405,0
15624188,712,France,Female,33,6,0,2,1,1,190.68616,0
15812191,553,France,Male,33,4,118.08289,1,0,0,94.44045,0
15636673,667,France,Male,31,1,119.26669,1,1,1,28.25763,0
15594898,731,France,Male,43,2,0,1,1,1,170.03495,1
15660211,629,Germany,Male,35,7,156.84729,2,1,0,31.82429,0
15773972,614,France,Male,50,4,137.10447,1,1,0,127.16649,1
15746726,438,Germany,Male,31,8,78.39869,1,1,0,44.93701,0
15712287,652,France,Female,80,4,0,2,1,1,188.60307,0
15702919,729,Germany,Male,30,6,63.66942,1,1,0,145.11137,0
15674398,642,France,Male,38,3,0,2,0,0,171.46383,0
15797960,806,Germany,Female,59,0,135.29633,1,1,0,182.8225,0
15631868,744,Spain,Male,36,2,153.80444,1,1,1,87.21333,0
15581539,474,Spain,Male,37,3,0,2,0,0,57.17532,0
15662736,559,France,Male,49,2,147.06978,1,1,0,120.54083,1
15666252,706,Spain,Male,42,9,0,2,1,1,28.71434,0
15677512,628,Spain,Female,22,3,0,1,1,0,85.42628,0
15626114,429,France,Male,24,4,95.74175,1,1,0,46.17075,0
15810834,525,Spain,Female,57,2,145.96533,1,1,1,64.44836,0
15678910,680,France,Female,30,8,141.44175,1,1,1,16.27897,0
15694408,749,France,Male,40,1,139.29041,1,1,0,182.85542,1
15585215,763,France,Female,31,4,0,2,0,0,50.40472,0
15682757,734,France,Male,30,3,0,2,1,0,107.64025,0
15736601,716,France,Male,35,4,144.42887,1,1,0,134.13265,0
15601848,594,France,Male,35,2,0,2,1,0,103.48069,0
15736008,644,France,Female,46,9,95.44127,1,1,0,108.76105,1
15669064,671,Germany,Male,35,1,144.84874,1,1,1,179.0123,0
15624528,664,Germany,Male,26,7,116.24414,2,1,1,95.14514,0
15598493,656,France,Male,50,7,0,2,0,1,72.14344,0
15601274,667,Spain,Female,40,1,146.50207,1,1,0,19.16289,0
15702669,663,Germany,Male,44,2,117.0286,2,0,1,144.68018,0
15728669,584,Germany,Female,30,8,112.01381,1,1,0,177.77203,1
15742668,626,Spain,Female,37,6,108.26937,1,1,0,5.59794,0
15697441,485,France,Male,29,7,182.12379,1,1,0,116.82851,1
15740476,659,Germany,Female,32,3,150.92374,2,0,1,174.65251,0
15648064,649,France,Male,33,2,0,2,1,0,2.01098,0
15636624,805,Spain,Female,39,5,165.27213,1,1,0,14.10985,1
15807923,716,Germany,Female,39,10,115.30131,1,1,0,43.5274,1
15745844,642,Germany,Female,40,6,129.50249,2,0,1,86.09923,1
15786170,659,France,Male,31,4,118.34226,1,0,0,161.57419,0
15681081,545,Spain,Female,47,5,0,2,1,1,38.97014,0
15684484,543,France,Male,22,8,0,2,0,0,127.58722,0
15785869,718,France,Female,25,7,0,2,1,0,30.38012,0
15763859,840,France,Female,43,7,0,2,1,0,90.90895,0
15658935,630,Germany,Female,34,9,106.93705,2,1,0,138.27501,0
15747358,643,Germany,Male,59,3,170.33137,1,1,1,32.17179,0
15735203,654,Germany,Female,32,1,114.51085,1,1,1,126.14323,0
15576256,582,France,Male,39,5,0,2,1,1,129.89293,0
15659420,659,Spain,Male,32,3,107.59411,2,1,1,102.41684,0
15593365,762,Spain,Male,39,2,81.27313,1,1,1,18.71967,0
15777352,568,Spain,Female,32,7,169.3996,1,1,0,61.93622,0
15812007,670,Spain,Male,25,6,0,2,1,1,78.35894,0
15625461,613,France,Female,45,1,187.84199,2,1,1,147.22427,0
15739438,539,France,Male,30,0,0,2,1,0,160.97966,0
15611759,850,Spain,Female,57,8,126.7763,2,1,1,132.29849,0
15661629,522,Spain,Male,34,9,126.43629,1,1,0,174.24852,1
15633950,737,France,Male,41,1,101.96074,1,1,1,123.54728,0
15592386,520,France,Male,58,3,0,2,0,1,32.79002,0
15803716,706,Spain,Male,28,3,0,2,0,1,181.54367,0
15696674,643,Germany,Female,45,2,150.84293,1,0,1,2.31996,1
15706365,648,France,Female,50,9,102.53557,1,1,1,189.54319,0
15745088,443,Germany,Female,29,9,99.02761,2,1,0,10.9404,0
15676715,640,France,Male,68,9,0,2,1,1,199.49338,0
15613085,628,Spain,Female,33,3,0,1,1,1,188.19325,0
15633537,540,Germany,Female,42,9,87.27141,2,1,0,172.57264,0
15594720,460,Germany,Female,35,8,102.74291,2,1,1,189.3396,0
15684042,636,Germany,Male,34,2,40.10551,2,0,1,53.51216,0
15583303,593,France,Female,29,2,152.26543,1,1,0,34.00444,0
15611579,801,Spain,Male,42,4,141.94767,1,1,1,10.59829,0
15774696,640,Germany,Female,75,1,106.30791,2,0,1,113.42877,0
15694506,611,Germany,Male,31,0,107.88481,2,1,1,183.48798,0
15688074,802,Germany,Male,31,1,125.01372,1,1,1,187.65809,0
15759537,717,Germany,Male,35,7,58.46937,2,1,1,172.45939,0
15758449,769,France,Female,39,8,0,1,0,1,21.016,0
15583456,745,Germany,Male,45,10,117.23163,3,1,1,122.38102,1
15667871,572,Spain,Male,35,4,152.39026,1,1,0,128.12366,0
15677371,629,Spain,Female,30,2,34.01363,1,1,0,19.57063,0
15629677,687,Spain,Female,39,2,0,3,0,0,188.1506,1
15713578,483,France,Female,50,9,0,2,1,1,111.02024,0
15591509,690,France,Male,36,7,101.58311,2,1,0,123.77515,0
15568240,492,Germany,Female,30,10,77.16887,2,0,1,146.70022,0
15622993,709,Germany,Male,28,8,124.69572,2,1,0,145.25135,0
15689294,705,Germany,Male,44,3,105.93496,1,1,0,82.46369,0
15720910,560,France,Female,66,9,0,1,1,1,15.92849,0
15721181,611,Spain,Male,46,6,0,2,1,0,45.88633,0
15776433,730,Spain,Male,62,2,0,2,1,1,186.48995,0
15748936,709,Spain,Female,45,2,0,2,0,1,162.92265,0
15717225,544,France,Female,21,10,161.52596,2,1,0,9.26277,0
15685226,712,Germany,Female,29,7,147.19907,1,1,1,84.9324,0
15785611,752,Germany,Male,38,3,183.10229,1,1,1,71.55712,0
15573456,648,Spain,Male,46,9,127.209,2,1,0,77.40595,1
15684548,556,Spain,Male,38,8,0,2,0,0,0.41741,1
15620505,594,Spain,Female,24,0,97.37854,1,1,1,71.40517,0
15807432,645,Germany,Female,37,2,136.92509,2,0,1,153.40024,0
15584766,557,France,Male,33,3,54.50355,1,1,1,0.37105,0
15612187,547,Germany,Male,32,8,155.72685,1,1,0,67.78999,0
15762218,701,France,Female,39,9,0,2,0,1,145.8949,0
15646372,616,France,Female,66,1,135.84241,1,1,0,183.84051,1
15690452,605,France,Male,52,1,63.34975,1,1,0,108.88744,0
15747795,593,Germany,Female,38,4,129.49942,1,1,1,154.07127,0
15781589,751,Spain,Male,52,8,0,2,0,1,179.29185,0
15732674,443,Spain,Male,36,6,70.43801,2,0,1,56.93743,0
15642291,685,France,Male,23,8,0,2,1,1,112.23903,0
15692761,718,France,Male,36,9,0,1,1,0,45.90987,0
15578045,538,Spain,Female,49,9,141.43404,1,0,0,173.77925,1
15745354,611,Spain,Female,37,4,0,2,1,0,125.69626,0
15701376,668,Germany,Male,37,10,152.95829,2,1,1,159.58561,0
15691625,537,Germany,Female,41,3,138.30634,1,1,0,106.76147,0
15566594,709,Spain,Male,23,10,0,2,0,0,129.59018,0
15760431,850,France,Male,38,1,0,2,1,1,80.00665,0
15686302,745,Spain,Female,31,3,124.32884,1,1,1,140.45152,0
15801559,693,Germany,Female,41,9,181.46148,3,1,1,187.92943,1
15810432,795,Spain,Male,35,8,0,2,1,0,167.15536,0
15809616,626,Spain,Male,26,8,0,2,0,0,191.42071,0
15720559,487,Germany,Female,61,5,110.36803,1,0,0,11.38445,1
15695632,556,France,Female,39,9,89.58835,1,1,1,94.8981,0
15659843,643,France,Female,46,6,0,2,0,0,106.78159,0
15615624,605,France,Female,28,6,0,2,0,0,159.50852,0
15810418,756,Germany,Female,60,3,115.92489,1,1,0,93.52419,1
